millis,dist_raw,dist_filtered,water_height,setpoint,pid_val
1417,49.10,-0.34,67.34,0.50,0.00
1518,49.00,-0.13,67.13,0.50,0.00
1619,49.10,0.19,66.81,0.50,0.00
1720,49.10,0.66,66.34,0.50,0.00
1821,49.10,1.28,65.72,0.50,0.00
1922,49.10,2.08,64.92,0.50,0.00
2033,49.10,3.08,63.92,0.50,0.00
2124,49.10,4.27,62.73,0.50,0.00
2225,49.00,5.67,61.33,0.50,0.00
2326,49.10,7.28,59.72,0.50,0.00
2427,49.00,9.10,57.90,0.50,0.00
2528,49.00,11.10,55.90,0.50,0.00
2629,49.10,13.28,53.72,0.50,0.00
2730,49.10,15.60,51.40,0.50,0.00
2831,49.50,18.05,48.95,0.50,0.00
2932,49.10,20.59,46.41,0.50,0.00
3043,49.10,23.19,43.81,0.50,0.00
3134,49.10,25.81,41.19,0.50,0.00
3235,49.00,28.41,38.59,0.50,0.00
3336,49.10,30.95,36.05,0.50,0.00
3437,49.10,33.40,33.60,0.50,0.00
3538,49.10,35.74,31.26,0.50,0.00
3639,49.10,37.92,29.08,0.50,0.27
3740,49.00,39.93,27.07,0.50,0.30
3841,48.70,41.75,25.25,0.50,0.32
3942,48.70,43.37,23.63,0.50,0.34
4053,48.70,44.78,22.22,0.50,0.36
4144,48.70,45.98,21.02,0.50,0.38
4245,48.70,46.99,20.01,0.50,0.39
4346,48.70,47.79,19.21,0.50,0.40
4447,48.70,48.43,18.57,0.50,0.41
4548,48.70,48.90,18.10,0.50,0.42
4649,48.70,49.23,17.77,0.50,0.42
4750,48.70,49.45,17.55,0.50,0.43
4851,48.70,49.57,17.43,0.50,0.43
4952,48.70,49.62,17.38,0.50,0.43
5063,48.70,49.61,17.39,0.50,0.43
5154,48.70,49.56,17.44,0.50,0.43
5255,48.70,49.49,17.51,0.50,0.43
5356,48.70,49.42,17.58,0.50,0.43
5457,48.70,49.34,17.66,0.50,0.43
5558,48.70,49.27,17.73,0.50,0.43
5659,48.70,49.21,17.79,0.50,0.43
5760,48.70,49.16,17.84,0.50,0.43
5861,48.70,49.13,17.87,0.50,0.43
5962,48.70,49.10,17.90,0.50,0.43
6073,48.70,49.08,17.92,0.50,0.43
6164,48.70,49.07,17.93,0.50,0.43
6265,48.70,49.05,17.95,0.50,0.44
6366,48.70,49.04,17.96,0.50,0.44
6467,48.70,49.02,17.98,0.50,0.44
6568,48.70,49.00,18.00,0.50,0.44
6669,48.60,48.98,18.02,0.50,0.44
6770,48.70,48.96,18.04,0.50,0.44
6871,48.70,48.94,18.06,0.50,0.44
6972,48.70,48.91,18.09,0.50,0.44
7083,48.70,48.89,18.11,0.50,0.44
7174,48.60,48.87,18.13,0.50,0.44
7275,49.10,48.85,18.15,0.50,0.44
7376,48.70,48.83,18.17,0.50,0.44
7477,48.70,48.82,18.18,0.50,0.44
7578,48.60,48.80,18.20,0.50,0.44
7679,49.10,48.78,18.22,0.50,0.44
7780,48.70,48.77,18.23,0.50,0.44
7881,49.10,48.76,18.24,0.50,0.44
7982,48.60,48.75,18.25,0.50,0.44
8093,48.70,48.74,18.26,0.50,0.44
8184,48.70,48.74,18.26,0.50,0.45
8285,48.70,48.73,18.27,0.50,0.45
8386,48.70,48.73,18.27,0.50,0.45
8487,48.70,48.72,18.28,0.50,0.45
8588,48.70,48.72,18.28,0.50,0.45
8689,48.70,48.72,18.28,0.50,0.45
8790,48.70,48.72,18.28,0.50,0.45
8891,48.70,48.72,18.28,0.50,0.45
9002,49.10,48.72,18.28,0.50,0.45
9093,49.10,48.73,18.27,0.50,0.45
9194,48.70,48.73,18.27,0.50,0.45
9295,49.10,48.73,18.27,0.50,0.45
9396,49.10,48.73,18.27,0.50,0.45
9497,49.50,48.74,18.26,0.50,0.46
9598,50.80,48.74,18.26,0.50,0.46
9699,50.30,48.74,18.26,0.50,0.46
9800,49.00,48.74,18.26,0.50,0.46
9901,48.10,48.75,18.25,0.50,0.46
10012,48.20,48.75,18.25,0.50,0.46
10103,48.20,48.75,18.25,0.50,0.46
10204,47.70,48.75,18.25,0.50,0.46
10306,47.80,48.76,18.24,0.50,0.46
10407,48.20,48.76,18.24,0.50,0.46
10508,46.90,48.77,18.23,0.50,0.46
10609,47.80,48.77,18.23,0.50,0.46
10710,47.30,48.78,18.22,0.50,0.47
10811,47.70,48.79,18.21,0.50,0.47
10912,46.90,48.80,18.20,0.50,0.47
11023,47.30,48.81,18.19,0.50,0.47
11114,47.30,48.82,18.18,0.50,0.47
11215,47.30,48.84,18.16,0.50,0.47
11316,46.90,48.86,18.14,0.50,0.47
11417,46.90,48.87,18.13,0.50,0.47
11518,48.20,48.89,18.11,0.50,0.47
11619,46.90,48.91,18.09,0.50,0.47
11720,47.30,48.92,18.08,0.50,0.48
11821,47.80,48.93,18.07,0.50,0.48
11922,46.50,48.94,18.06,0.50,0.48
12033,46.50,48.94,18.06,0.50,0.48
12124,46.90,48.93,18.07,0.50,0.48
12225,47.80,48.92,18.08,0.50,0.48
12326,46.90,48.90,18.10,0.50,0.48
12427,47.80,48.87,18.13,0.50,0.48
12528,47.80,48.83,18.17,0.50,0.48
12629,47.30,48.79,18.21,0.50,0.48
12730,47.30,48.73,18.27,0.50,0.48
12831,47.80,48.67,18.33,0.50,0.48
12932,47.80,48.59,18.41,0.50,0.48
13043,47.80,48.51,18.49,0.50,0.48
13134,48.20,48.42,18.58,0.50,0.48
13235,48.10,48.33,18.67,0.50,0.48
13336,47.80,48.24,18.76,0.50,0.48
13437,47.80,48.14,18.86,0.50,0.48
13538,47.30,48.04,18.96,0.50,0.48
13639,47.30,47.94,19.06,0.50,0.48
13740,48.10,47.85,19.15,0.50,0.48
13841,48.20,47.76,19.24,0.50,0.48
13942,47.70,47.68,19.32,0.50,0.48
14053,47.80,47.60,19.40,0.50,0.48
14144,47.80,47.53,19.47,0.50,0.48
14245,48.20,47.48,19.52,0.50,0.48
14346,47.30,47.43,19.57,0.50,0.48
14447,47.80,47.39,19.61,0.50,0.48
14548,48.20,47.36,19.64,0.50,0.48
14649,46.90,47.34,19.66,0.50,0.48
14750,47.80,47.32,19.68,0.50,0.48
14852,47.80,47.32,19.68,0.50,0.48
14953,47.80,47.33,19.67,0.50,0.48
15064,47.80,47.34,19.66,0.50,0.48
15155,47.80,47.36,19.64,0.50,0.48
15257,47.30,47.38,19.62,0.50,0.48
15358,47.80,47.41,19.59,0.50,0.48
15459,47.80,47.44,19.56,0.50,0.48
15560,47.80,47.47,19.53,0.50,0.48
15661,47.80,47.50,19.50,0.50,0.49
15762,47.30,47.54,19.46,0.50,0.49
15863,47.80,47.57,19.43,0.50,0.49
15964,48.20,47.60,19.40,0.50,0.49
16075,47.80,47.63,19.37,0.50,0.49
16166,48.20,47.66,19.34,0.50,0.49
16267,47.80,47.69,19.31,0.50,0.49
16368,47.80,47.71,19.29,0.50,0.49
16469,49.00,47.73,19.27,0.50,0.49
16570,50.70,47.75,19.25,0.50,0.50
16671,48.20,47.76,19.24,0.50,0.50
16772,50.30,47.77,19.23,0.50,0.50
16873,50.70,47.78,19.22,0.50,0.50
16974,48.60,47.79,19.21,0.50,0.50
17085,49.90,47.79,19.21,0.50,0.50
17176,50.70,47.78,19.22,0.50,0.50
17277,48.20,47.78,19.22,0.50,0.50
17378,49.00,47.78,19.22,0.50,0.50
17479,48.20,47.77,19.23,0.50,0.50
17580,49.00,47.77,19.23,0.50,0.50
17681,47.80,47.76,19.24,0.50,0.50
17782,48.20,47.76,19.24,0.50,0.50
17883,47.80,47.76,19.24,0.50,0.51
17984,47.80,47.77,19.23,0.50,0.51
18095,50.70,47.78,19.22,0.50,0.51
18186,48.20,47.80,19.20,0.50,0.51
18287,51.60,47.83,19.17,0.50,0.51
18388,50.70,47.87,19.13,0.50,0.51
18489,51.20,47.91,19.09,0.50,0.51
18590,51.20,47.96,19.04,0.50,0.51
18691,51.20,48.01,18.99,0.50,0.51
18792,51.20,48.07,18.93,0.50,0.52
18893,50.30,48.14,18.86,0.50,0.52
18994,47.80,48.21,18.79,0.50,0.52
19106,47.80,48.28,18.72,0.50,0.52
19197,50.70,48.35,18.65,0.50,0.52
19298,47.80,48.43,18.57,0.50,0.52
19399,50.30,48.50,18.50,0.50,0.53
19500,48.20,48.57,18.43,0.50,0.53
19601,50.30,48.65,18.35,0.50,0.53
19702,50.30,48.72,18.28,0.50,0.53
19803,50.70,48.78,18.22,0.50,0.53
19904,50.30,48.85,18.15,0.50,0.54
20015,47.80,48.91,18.09,0.50,0.54
20106,50.30,48.97,18.03,0.50,0.54
20207,50.80,49.03,17.97,0.50,0.54
20308,50.30,49.09,17.91,0.50,0.54
20409,50.30,49.14,17.86,0.50,0.54
20510,50.70,49.19,17.81,0.50,0.54
20611,49.90,49.24,17.76,0.50,0.55
20712,51.20,49.29,17.71,0.50,0.55
20813,51.20,49.34,17.66,0.50,0.55
20914,50.30,49.39,17.61,0.50,0.55
21025,49.90,49.43,17.57,0.50,0.55
21116,50.30,49.47,17.53,0.50,0.55
21217,50.30,49.51,17.49,0.50,0.55
21318,49.90,49.55,17.45,0.50,0.56
21419,49.50,49.59,17.41,0.50,0.56
21520,50.30,49.63,17.37,0.50,0.56
21621,51.20,49.66,17.34,0.50,0.56
21722,48.60,49.70,17.30,0.50,0.56
21823,49.90,49.73,17.27,0.50,0.56
21924,49.10,49.76,17.24,0.50,0.56
22035,49.90,49.78,17.22,0.50,0.56
22126,49.10,49.81,17.19,0.50,0.57
22227,49.90,49.83,17.17,0.50,0.57
22328,49.50,49.86,17.14,0.50,0.57
22429,49.10,49.88,17.12,0.50,0.57
22530,49.50,49.90,17.10,0.50,0.57
22631,49.90,49.93,17.07,0.50,0.57
22732,49.50,49.95,17.05,0.50,0.57
22833,48.70,49.98,17.02,0.50,0.57
22934,49.50,50.00,17.00,0.50,0.57
23045,49.50,50.02,16.98,0.50,0.58
23136,49.50,50.05,16.95,0.50,0.58
23237,49.50,50.07,16.93,0.50,0.58
23338,48.70,50.10,16.90,0.50,0.58
23439,49.50,50.12,16.88,0.50,0.58
23540,49.10,50.14,16.86,0.50,0.58
23641,48.30,50.15,16.85,0.50,0.58
23742,49.10,50.16,16.84,0.50,0.58
23843,49.10,50.17,16.83,0.50,0.58
23944,49.10,50.17,16.83,0.50,0.58
24055,49.10,50.16,16.84,0.50,0.59
24146,48.70,50.14,16.86,0.50,0.59
24247,49.50,50.12,16.88,0.50,0.59
24348,48.70,50.10,16.90,0.50,0.59
24449,49.10,50.06,16.94,0.50,0.59
24550,48.30,50.03,16.97,0.50,0.59
24651,48.70,49.98,17.02,0.50,0.59
24752,48.30,49.94,17.06,0.50,0.59
24853,48.70,49.89,17.11,0.50,0.59
24954,49.90,49.84,17.16,0.50,0.59
25065,49.10,49.78,17.22,0.50,0.59
25156,49.10,49.73,17.27,0.50,0.59
25257,49.10,49.68,17.32,0.50,0.59
25358,48.30,49.63,17.37,0.50,0.59
25459,49.10,49.59,17.41,0.50,0.59
25560,49.10,49.54,17.46,0.50,0.59
25661,48.70,49.50,17.50,0.50,0.59
25762,49.10,49.46,17.54,0.50,0.59
25863,49.50,49.41,17.59,0.50,0.59
25964,49.10,49.38,17.62,0.50,0.59
26075,49.50,49.34,17.66,0.50,0.59
26166,48.70,49.30,17.70,0.50,0.59
26267,48.70,49.27,17.73,0.50,0.59
26368,47.90,49.24,17.76,0.50,0.59
26469,48.30,49.21,17.79,0.50,0.59
26570,49.50,49.18,17.82,0.50,0.59
26671,48.30,49.15,17.85,0.50,0.59
26772,49.10,49.12,17.88,0.50,0.59
26873,49.50,49.10,17.90,0.50,0.59
26974,49.10,49.08,17.92,0.50,0.59
27085,48.30,49.06,17.94,0.50,0.59
27176,49.50,49.04,17.96,0.50,0.59
27277,49.10,49.02,17.98,0.50,0.60
27378,48.30,49.01,17.99,0.50,0.60
27479,48.70,49.00,18.00,0.50,0.60
27580,49.10,48.99,18.01,0.50,0.60
27681,48.30,48.98,18.02,0.50,0.60
27782,48.70,48.97,18.03,0.50,0.60
27883,47.50,48.97,18.03,0.50,0.60
27984,47.50,48.97,18.03,0.50,0.60
28095,49.50,48.96,18.04,0.50,0.60
28186,47.90,48.96,18.04,0.50,0.60
28287,47.90,48.96,18.04,0.50,0.60
28388,47.80,48.96,18.04,0.50,0.60
28489,49.50,48.97,18.03,0.50,0.60
28590,48.30,48.97,18.03,0.50,0.60
28691,49.50,48.97,18.03,0.50,0.61
28792,47.00,48.96,18.04,0.50,0.61
28893,48.30,48.96,18.04,0.50,0.61
28994,49.50,48.96,18.04,0.50,0.61
29105,49.90,48.95,18.05,0.50,0.61
29196,48.70,48.95,18.05,0.50,0.61
29297,49.50,48.94,18.06,0.50,0.61
29398,49.90,48.92,18.08,0.50,0.61
29499,49.10,48.91,18.09,0.50,0.61
29600,47.90,48.89,18.11,0.50,0.61
29701,49.90,48.88,18.12,0.50,0.61
29802,49.50,48.85,18.15,0.50,0.61
29903,49.90,48.83,18.17,0.50,0.61
30004,48.70,48.81,18.19,0.50,0.61
30115,49.50,48.78,18.22,0.50,0.61
30206,47.90,48.75,18.25,0.50,0.61
30307,48.30,48.73,18.27,0.50,0.61
30408,49.90,48.70,18.30,0.50,0.62
30509,49.10,48.68,18.32,0.50,0.62
30610,49.10,48.66,18.34,0.50,0.62
30711,47.90,48.64,18.36,0.50,0.62
30812,49.10,48.62,18.38,0.50,0.62
30913,49.50,48.61,18.39,0.50,0.62
31024,49.10,48.60,18.40,0.50,0.62
31115,49.90,48.60,18.40,0.50,0.62
31216,48.30,48.61,18.39,0.50,0.62
31317,49.10,48.62,18.38,0.50,0.62
31418,48.30,48.63,18.37,0.50,0.62
31519,49.50,48.65,18.35,0.50,0.62
31620,49.50,48.68,18.32,0.50,0.62
31721,49.90,48.71,18.29,0.50,0.63
31822,49.50,48.74,18.26,0.50,0.63
31923,49.50,48.78,18.22,0.50,0.63
32034,49.90,48.81,18.19,0.50,0.63
32125,49.50,48.85,18.15,0.50,0.63
32226,49.50,48.89,18.11,0.50,0.63
32327,48.30,48.92,18.08,0.50,0.63
32428,49.10,48.95,18.05,0.50,0.63
32529,48.70,48.98,18.02,0.50,0.64
32630,49.90,49.01,17.99,0.50,0.64
32731,49.10,49.03,17.97,0.50,0.64
32832,49.90,49.05,17.95,0.50,0.64
32933,48.20,49.07,17.93,0.50,0.64
33044,51.20,49.08,17.92,0.50,0.64
33135,49.50,49.09,17.91,0.50,0.64
33236,49.10,49.10,17.90,0.50,0.64
33337,49.50,49.10,17.90,0.50,0.64
33438,49.10,49.11,17.89,0.50,0.64
33539,49.50,49.11,17.89,0.50,0.64
33640,49.50,49.12,17.88,0.50,0.65
33741,49.50,49.12,17.88,0.50,0.65
33842,48.70,49.13,17.87,0.50,0.65
33943,48.30,49.14,17.86,0.50,0.65
34054,49.10,49.15,17.85,0.50,0.65
34145,49.10,49.16,17.84,0.50,0.65
34246,49.50,49.17,17.83,0.50,0.65
34347,49.10,49.19,17.81,0.50,0.65
34448,48.70,49.20,17.80,0.50,0.65
34549,48.30,49.22,17.78,0.50,0.65
34650,48.30,49.24,17.76,0.50,0.65
34751,49.50,49.26,17.74,0.50,0.66
34852,49.50,49.28,17.72,0.50,0.66
34953,49.10,49.30,17.70,0.50,0.66
35064,48.70,49.32,17.68,0.50,0.66
35155,50.30,49.33,17.67,0.50,0.66
35256,49.90,49.35,17.65,0.50,0.66
35357,48.70,49.36,17.64,0.50,0.66
35458,49.90,49.37,17.63,0.50,0.66
35559,49.50,49.37,17.63,0.50,0.66
35660,49.90,49.38,17.62,0.50,0.66
35761,49.90,49.38,17.62,0.50,0.67
35862,49.50,49.37,17.63,0.50,0.67
35963,49.10,49.36,17.64,0.50,0.67
36074,50.30,49.35,17.65,0.50,0.67
36165,49.10,49.34,17.66,0.50,0.67
36266,49.90,49.33,17.67,0.50,0.67
36367,49.10,49.31,17.69,0.50,0.67
36468,48.70,49.29,17.71,0.50,0.67
36569,50.30,49.27,17.73,0.50,0.67
36670,50.30,49.26,17.74,0.50,0.67
36771,49.90,49.24,17.76,0.50,0.67
36872,49.90,49.22,17.78,0.50,0.67
36973,50.70,49.21,17.79,0.50,0.67
37084,49.90,49.20,17.80,0.50,0.67
37175,50.30,49.19,17.81,0.50,0.67
37276,49.50,49.18,17.82,0.50,0.67
37377,49.50,49.18,17.82,0.50,0.68
37478,49.10,49.19,17.81,0.50,0.68
37579,49.90,49.19,17.81,0.50,0.68
37680,49.50,49.21,17.79,0.50,0.68
37781,49.50,49.22,17.78,0.50,0.68
37882,49.90,49.24,17.76,0.50,0.68
37983,49.50,49.26,17.74,0.50,0.68
38094,48.70,49.29,17.71,0.50,0.68
38185,48.70,49.32,17.68,0.50,0.68
38286,49.50,49.36,17.64,0.50,0.68
38387,49.10,49.39,17.61,0.50,0.69
38488,48.30,49.43,17.57,0.50,0.69
38589,49.90,49.46,17.54,0.50,0.69
38690,48.70,49.50,17.50,0.50,0.69
38791,49.00,49.54,17.46,0.50,0.69
38892,47.80,49.57,17.43,0.50,0.69
38993,48.20,49.61,17.39,0.50,0.69
39104,49.90,49.64,17.36,0.50,0.69
39195,49.90,49.67,17.33,0.50,0.70
39296,48.70,49.69,17.31,0.50,0.70
39397,48.20,49.71,17.29,0.50,0.70
39498,49.50,49.73,17.27,0.50,0.70
39599,49.50,49.74,17.26,0.50,0.70
39700,49.50,49.75,17.25,0.50,0.70
39801,49.50,49.75,17.25,0.50,0.70
39902,48.70,49.75,17.25,0.50,0.70
40003,49.10,49.74,17.26,0.50,0.70
40114,49.50,49.73,17.27,0.50,0.70
40205,49.50,49.71,17.29,0.50,0.70
40306,49.50,49.68,17.32,0.50,0.70
40407,49.90,49.66,17.34,0.50,0.71
40508,49.50,49.62,17.38,0.50,0.71
40609,49.90,49.59,17.41,0.50,0.71
40710,49.90,49.54,17.46,0.50,0.71
40811,49.90,49.50,17.50,0.50,0.71
40912,48.20,49.46,17.54,0.50,0.71
41013,49.10,49.41,17.59,0.50,0.71
41124,49.50,49.37,17.63,0.50,0.71
41215,49.10,49.32,17.68,0.50,0.71
41316,49.50,49.28,17.72,0.50,0.71
41417,49.50,49.25,17.75,0.50,0.71
41518,48.70,49.21,17.79,0.50,0.71
41619,49.50,49.18,17.82,0.50,0.71
41720,49.50,49.16,17.84,0.50,0.71
41821,49.10,49.14,17.86,0.50,0.71
41922,49.90,49.13,17.87,0.50,0.71
42033,48.70,49.13,17.87,0.50,0.71
42124,49.50,49.13,17.87,0.50,0.71
42225,49.10,49.13,17.87,0.50,0.71
42326,49.90,49.14,17.86,0.50,0.71
42427,49.50,49.16,17.84,0.50,0.71
42528,49.00,49.18,17.82,0.50,0.72
42629,49.50,49.20,17.80,0.50,0.72
42730,49.50,49.22,17.78,0.50,0.72
42831,49.10,49.25,17.75,0.50,0.72
42932,48.70,49.27,17.73,0.50,0.72
43043,49.10,49.30,17.70,0.50,0.72
43134,49.50,49.32,17.68,0.50,0.72
43235,49.50,49.34,17.66,0.50,0.72
43336,49.50,49.36,17.64,0.50,0.72
43437,49.50,49.37,17.63,0.50,0.73
43538,48.20,49.39,17.61,0.50,0.73
43639,48.20,49.40,17.60,0.50,0.73
43740,49.10,49.40,17.60,0.50,0.73
43841,48.60,49.41,17.59,0.50,0.73
43942,49.50,49.41,17.59,0.50,0.73
44053,49.50,49.41,17.59,0.50,0.73
44144,48.70,49.41,17.59,0.50,0.73
44245,49.90,49.41,17.59,0.50,0.73
44346,50.30,49.40,17.60,0.50,0.73
44447,48.20,49.39,17.61,0.50,0.73
44548,49.40,49.39,17.61,0.50,0.73
44649,48.70,49.38,17.62,0.50,0.73
44750,49.50,49.37,17.63,0.50,0.74
44851,49.50,49.36,17.64,0.50,0.74
44952,49.50,49.36,17.64,0.50,0.74
45063,47.30,49.35,17.65,0.50,0.74
45154,48.20,49.34,17.66,0.50,0.74
45255,47.80,49.33,17.67,0.50,0.74
45357,49.10,49.32,17.68,0.50,0.74
45458,49.10,49.31,17.69,0.50,0.74
45559,49.50,49.30,17.70,0.50,0.74
45660,49.90,49.29,17.71,0.50,0.74
45761,49.00,49.28,17.72,0.50,0.74
45862,48.20,49.27,17.73,0.50,0.74
45963,47.80,49.26,17.74,0.50,0.74
46074,48.60,49.25,17.75,0.50,0.74
46165,48.60,49.24,17.76,0.50,0.74
46266,49.50,49.23,17.77,0.50,0.75
46367,47.80,49.21,17.79,0.50,0.75
46468,47.40,49.20,17.80,0.50,0.75
46569,48.20,49.19,17.81,0.50,0.75
46670,48.60,49.18,17.82,0.50,0.75
46771,49.10,49.17,17.83,0.50,0.75
46872,49.50,49.16,17.84,0.50,0.75
46973,48.20,49.15,17.85,0.50,0.75
47084,48.20,49.13,17.87,0.50,0.75
47175,49.10,49.12,17.88,0.50,0.75
47276,49.10,49.11,17.89,0.50,0.75
47377,47.40,49.09,17.91,0.50,0.75
47478,49.90,49.08,17.92,0.50,0.75
47579,48.60,49.06,17.94,0.50,0.75
47680,48.60,49.04,17.96,0.50,0.75
47781,48.70,49.02,17.98,0.50,0.75
47882,48.20,49.00,18.00,0.50,0.75
47983,49.50,48.97,18.03,0.50,0.76
48094,50.20,48.95,18.05,0.50,0.76
48185,48.20,48.92,18.08,0.50,0.76
48286,52.60,48.89,18.11,0.50,0.76
48387,47.30,48.86,18.14,0.50,0.76
48488,49.10,48.84,18.16,0.50,0.76
48589,46.50,48.81,18.19,0.50,0.76
48690,51.10,48.78,18.22,0.50,0.76
48791,49.00,48.75,18.25,0.50,0.76
48892,49.50,48.73,18.27,0.50,0.76
48993,49.10,48.71,18.29,0.50,0.76
49104,49.10,48.69,18.31,0.50,0.76
49195,48.70,48.67,18.33,0.50,0.76
49296,49.90,48.66,18.34,0.50,0.76
49397,48.70,48.65,18.35,0.50,0.76
49498,47.40,48.65,18.35,0.50,0.76
49599,47.80,48.65,18.35,0.50,0.76
49700,47.30,48.65,18.35,0.50,0.76
49801,47.80,48.66,18.34,0.50,0.76
49902,49.50,48.68,18.32,0.50,0.77
50003,50.60,48.70,18.30,0.50,0.77
50114,48.60,48.72,18.28,0.50,0.77
50205,47.80,48.74,18.26,0.50,0.77
50306,48.20,48.77,18.23,0.50,0.77
50407,48.20,48.80,18.20,0.50,0.77
50508,48.30,48.83,18.17,0.50,0.77
50609,47.00,48.86,18.14,0.50,0.77
50710,47.40,48.89,18.11,0.50,0.77
50811,48.90,48.92,18.08,0.50,0.78
50912,47.80,48.95,18.05,0.50,0.78
51013,48.80,48.97,18.03,0.50,0.78
51124,48.70,48.99,18.01,0.50,0.78
51215,47.40,49.01,17.99,0.50,0.78
51316,47.80,49.02,17.98,0.50,0.78
51417,47.00,49.02,17.98,0.50,0.78
51518,47.30,49.03,17.97,0.50,0.78
51619,49.80,49.02,17.98,0.50,0.78
51720,47.90,49.01,17.99,0.50,0.78
51822,46.50,48.99,18.01,0.50,0.79
51923,47.30,48.97,18.03,0.50,0.79
52024,46.90,48.94,18.06,0.50,0.79
52135,46.50,48.91,18.09,0.50,0.79
52226,46.90,48.87,18.13,0.50,0.79
52327,47.30,48.83,18.17,0.50,0.79
52428,46.50,48.79,18.21,0.50,0.79
52529,47.70,48.75,18.25,0.50,0.79
52630,48.20,48.70,18.30,0.50,0.79
52731,47.30,48.65,18.35,0.50,0.79
52832,48.80,48.61,18.39,0.50,0.79
52933,46.60,48.56,18.44,0.50,0.79
53044,46.10,48.51,18.49,0.50,0.79
53135,45.20,48.46,18.54,0.50,0.79
53236,49.20,48.41,18.59,0.50,0.79
53337,47.60,48.36,18.64,0.50,0.79
53438,45.70,48.32,18.68,0.50,0.79
53539,47.00,48.27,18.73,0.50,0.79
53640,45.60,48.22,18.78,0.50,0.79
53741,47.30,48.17,18.83,0.50,0.79
53842,47.70,48.12,18.88,0.50,0.79
53943,47.10,48.07,18.93,0.50,0.79
54054,47.50,48.02,18.98,0.50,0.79
54145,46.70,47.97,19.03,0.50,0.79
54246,47.00,47.92,19.08,0.50,0.79
54347,47.00,47.87,19.13,0.50,0.79
54448,45.40,47.81,19.19,0.50,0.79
54549,45.80,47.76,19.24,0.50,0.79
54650,46.10,47.71,19.29,0.50,0.79
54751,46.20,47.66,19.34,0.50,0.79
54852,44.40,47.61,19.39,0.50,0.79
54953,46.60,47.56,19.44,0.50,0.79
55064,45.30,47.51,19.49,0.50,0.79
55155,46.10,47.47,19.53,0.50,0.79
55256,45.00,47.42,19.58,0.50,0.79
55357,44.40,47.38,19.62,0.50,0.79
55458,46.20,47.34,19.66,0.50,0.79
55559,44.70,47.31,19.69,0.50,0.79
55660,44.70,47.27,19.73,0.50,0.79
55761,45.40,47.24,19.76,0.50,0.79
55862,46.90,47.21,19.79,0.50,0.79
55963,45.00,47.18,19.82,0.50,0.79
56074,44.80,47.15,19.85,0.50,0.79
56165,44.10,47.11,19.89,0.50,0.79
56266,44.10,47.08,19.92,0.50,0.79
56367,43.50,47.04,19.96,0.50,0.79
56468,46.10,47.00,20.00,0.50,0.79
56569,46.50,46.96,20.04,0.50,0.79
56670,46.90,46.91,20.09,0.50,0.79
56771,44.20,46.86,20.14,0.50,0.79
56872,43.20,46.80,20.20,0.50,0.79
56973,45.50,46.74,20.26,0.50,0.79
57084,45.80,46.67,20.33,0.50,0.79
57175,44.60,46.60,20.40,0.50,0.79
57276,43.30,46.52,20.48,0.50,0.79
57377,44.40,46.44,20.56,0.50,0.79
57478,44.30,46.35,20.65,0.50,0.79
57579,44.30,46.27,20.73,0.50,0.79
57680,43.10,46.18,20.82,0.50,0.79
57781,43.40,46.09,20.91,0.50,0.79
57882,44.30,46.00,21.00,0.50,0.79
57983,44.50,45.91,21.09,0.50,0.79
58094,44.40,45.83,21.17,0.50,0.79
58185,43.60,45.75,21.25,0.50,0.79
58286,43.20,45.67,21.33,0.50,0.79
58387,43.50,45.59,21.41,0.50,0.79
58488,43.40,45.52,21.48,0.50,0.79
58589,43.30,45.46,21.54,0.50,0.79
58690,44.20,45.40,21.60,0.50,0.79
58791,44.10,45.34,21.66,0.50,0.79
58892,43.20,45.28,21.72,0.50,0.79
58993,43.20,45.23,21.77,0.50,0.79
59104,43.10,45.18,21.82,0.50,0.79
59195,44.30,45.13,21.87,0.50,0.79
59296,42.20,45.08,21.92,0.50,0.79
59397,42.60,45.04,21.96,0.50,0.79
59498,43.30,44.99,22.01,0.50,0.79
59599,43.30,44.94,22.06,0.50,0.79
59700,43.60,44.89,22.11,0.50,0.79
59801,43.60,44.83,22.17,0.50,0.79
59902,43.60,44.78,22.22,0.50,0.79
60003,42.70,44.72,22.28,0.50,0.79
60114,43.00,44.65,22.35,0.50,0.79
60205,43.80,44.59,22.41,0.50,0.79
60306,41.70,44.52,22.48,0.50,0.79
60407,42.50,44.45,22.55,0.50,0.79
60508,42.40,44.38,22.62,0.50,0.79
60609,41.50,44.31,22.69,0.50,0.79
60710,40.60,44.24,22.76,0.50,0.79
60811,41.20,44.17,22.83,0.50,0.79
60912,42.50,44.10,22.90,0.50,0.79
61013,42.90,44.03,22.97,0.50,0.79
61124,40.90,43.97,23.03,0.50,0.78
61215,42.00,43.91,23.09,0.50,0.78
61316,40.70,43.85,23.15,0.50,0.78
61417,40.70,43.79,23.21,0.50,0.78
61518,40.70,43.74,23.26,0.50,0.78
61619,40.20,43.69,23.31,0.50,0.78
61720,40.60,43.64,23.36,0.50,0.79
61821,40.20,43.59,23.41,0.50,0.78
61922,44.20,43.54,23.46,0.50,0.79
62023,41.60,43.49,23.51,0.50,0.78
62134,41.30,43.44,23.56,0.50,0.78
62225,41.20,43.39,23.61,0.50,0.78
62326,45.10,43.34,23.66,0.50,0.78
62427,40.70,43.28,23.72,0.50,0.78
62528,42.20,43.22,23.78,0.50,0.78
62629,40.60,43.15,23.85,0.50,0.78
