millis,dist_raw,dist_filtered,water_height,setpoint,pid_val
40.84,21.20,21.50,45.50,0.50,4.66
41.21,20.20,21.35,45.65,0.50,4.55
41.58,20.30,21.20,45.80,0.50,4.40
41.92,20.20,21.08,45.92,0.50,4.25
42.26,20.00,20.94,46.06,0.50,4.13
42.59,19.50,20.84,46.16,0.50,3.99
42.91,19.80,20.73,46.27,0.50,3.90
43.22,19.20,20.59,46.41,0.50,3.78
43.52,19.50,20.42,46.58,0.50,3.64
43.81,18.90,20.23,46.77,0.50,3.47
44.08,19.30,20.06,46.94,0.50,3.28
44.33,19.20,19.96,47.04,0.50,3.11
44.59,19.00,19.84,47.16,0.50,3.01
44.83,19.00,19.77,47.23,0.50,2.89
45.06,18.90,19.68,47.32,0.50,2.82
45.28,19.20,19.61,47.39,0.50,2.73
45.50,18.70,19.53,47.47,0.50,2.66
45.72,18.60,19.44,47.56,0.50,2.58
45.93,18.50,19.33,47.67,0.50,2.49
46.12,18.00,19.23,47.77,0.50,2.39
46.31,17.90,19.12,47.88,0.50,2.28
46.49,18.20,19.01,47.99,0.50,2.17
46.67,18.20,18.92,48.08,0.50,2.06
46.84,18.10,18.88,48.12,0.50,1.97
47.00,18.40,18.80,48.20,0.50,1.93
47.15,17.50,18.74,48.26,0.50,1.85
47.30,17.90,18.71,48.29,0.50,1.79
47.45,17.80,18.66,48.34,0.50,1.76
47.60,17.70,18.63,48.37,0.50,1.71
47.74,17.30,18.60,48.40,0.50,1.68
47.88,17.20,18.53,48.47,0.50,1.65
48.01,17.60,18.49,48.51,0.50,1.58
48.14,17.60,18.45,48.55,0.50,1.54
48.27,17.00,18.36,48.64,0.50,1.50
48.39,17.40,18.31,48.69,0.50,1.41
48.51,17.00,18.26,48.74,0.50,1.36
48.63,17.40,18.21,48.79,0.50,1.31
48.73,17.30,18.16,48.84,0.50,1.26
48.84,16.90,18.11,48.89,0.50,1.21
48.94,17.20,18.06,48.94,0.50,1.16
49.03,17.20,18.01,48.99,0.50,1.11
49.13,17.20,17.96,49.04,0.50,1.06
49.23,17.20,17.91,49.09,0.50,1.01
49.32,17.50,17.86,49.14,0.50,0.96
49.42,16.60,17.82,49.18,0.50,0.91
49.52,17.00,17.77,49.23,0.50,0.87
49.62,16.50,17.73,49.27,0.50,0.82
49.71,16.90,17.68,49.32,0.50,0.78
49.81,16.90,17.64,49.36,0.50,0.74
49.90,16.80,17.60,49.40,0.50,0.65
50.00,16.40,17.56,49.44,0.50,0.61
50.10,16.30,17.51,49.49,0.50,0.57
50.20,16.70,17.47,49.53,0.50,0.52
50.26,16.30,17.43,49.57,0.50,0.48
50.37,16.20,17.39,49.61,0.50,0.44
50.47,16.60,17.35,49.65,0.50,0.40
50.57,17.00,17.31,49.69,0.50,0.36
50.67,16.50,17.27,49.73,0.50,0.33
50.77,16.90,17.24,49.76,0.50,0.29
50.87,16.40,17.20,49.80,0.50,0.25
50.97,16.80,17.16,49.84,0.50,0.21
51.06,16.40,17.12,49.88,0.50,0.17
51.17,16.30,17.08,49.92,0.50,0.13
51.27,16.30,17.04,49.96,0.50,0.09
51.37,16.30,17.00,50.00,0.50,0.05
51.47,16.20,16.96,50.04,0.50,0.01
51.58,16.20,16.91,50.09,0.50,-0.03
51.67,15.70,16.87,50.13,0.50,-0.08
51.77,16.10,16.83,50.17,0.50,-0.12
51.87,16.00,16.79,50.21,0.50,-0.16
51.97,15.60,16.75,50.25,0.50,-0.20
52.08,16.00,16.71,50.29,0.50,-0.24
52.18,15.50,16.67,50.33,0.50,-0.28
52.28,15.50,16.64,50.36,0.50,-0.31
52.38,15.80,16.61,50.39,0.50,-0.34
52.48,15.40,16.57,50.43,0.50,-0.37
52.59,15.40,16.55,50.45,0.50,-0.40
52.69,15.80,16.52,50.48,0.50,-0.43
52.79,15.30,16.49,50.51,0.50,-0.46
52.89,15.70,16.46,50.54,0.50,-0.49
53.02,15.60,16.44,50.56,0.50,-0.51
53.13,15.60,16.41,50.59,0.50,-0.54
53.23,15.60,16.37,50.63,0.50,-0.57
53.34,15.50,16.34,50.66,0.50,-0.61
53.44,15.10,16.30,50.70,0.50,-0.65
53.54,14.60,16.26,50.74,0.50,-0.69
53.66,15.00,16.17,50.83,0.50,-0.73
53.75,14.90,16.12,50.88,0.50,-0.78
53.86,15.30,16.06,50.94,0.50,-0.83
53.96,15.30,16.01,50.99,0.50,-0.89
54.07,15.20,15.95,51.05,0.50,-0.94
54.17,15.20,15.89,51.11,0.50,-1.00
54.28,14.80,15.84,51.16,0.50,-1.05
54.38,15.20,15.78,51.22,0.50,-1.11
54.49,15.20,15.73,51.27,0.50,-1.17
54.60,14.70,15.68,51.32,0.50,-1.22
54.71,14.70,15.63,51.37,0.50,-1.27
54.82,15.10,15.58,51.42,0.50,-1.32
54.94,15.10,15.54,51.46,0.50,-1.37
55.06,14.70,15.46,51.54,0.50,-1.41
55.18,15.20,15.42,51.58,0.50,-1.49
55.31,14.80,15.38,51.62,0.50,-1.53
55.45,15.20,15.34,51.66,0.50,-1.57
55.59,15.30,15.27,51.73,0.50,-1.61
55.73,14.90,15.24,51.76,0.50,-1.68
55.87,15.00,15.17,51.83,0.50,-1.71
56.02,15.00,15.14,51.86,0.50,-1.78
56.17,15.50,15.08,51.92,0.50,-1.81
56.33,15.60,15.05,51.95,0.50,-1.87
56.49,15.70,15.00,52.00,0.50,-1.90
56.66,15.40,14.95,52.05,0.50,-1.95
56.82,15.40,14.93,52.07,0.50,-2.00
56.99,15.50,14.90,52.10,0.50,-2.01
57.16,16.00,14.89,52.11,0.50,-2.04
57.33,15.60,14.88,52.12,0.50,-2.06
57.51,16.10,14.89,52.11,0.50,-2.07
57.68,16.20,14.91,52.09,0.50,-2.06
57.85,15.90,14.95,52.05,0.50,-2.04
58.02,16.00,14.98,52.02,0.50,-2.00
58.18,16.10,15.05,51.95,0.50,-1.97
58.34,16.10,15.09,51.91,0.50,-1.90
58.50,16.60,15.17,51.83,0.50,-1.86
58.65,16.30,15.27,51.73,0.50,-1.78
58.80,16.30,15.31,51.69,0.50,-1.68
58.93,16.40,15.36,51.64,0.50,-1.64
59.06,17.30,15.46,51.54,0.50,-1.59
59.19,16.90,15.50,51.50,0.50,-1.49
59.31,16.60,15.55,51.45,0.50,-1.44
59.43,17.00,15.60,51.40,0.50,-1.40
59.55,16.70,15.64,51.36,0.50,-1.35
59.66,16.80,15.73,51.27,0.50,-1.26
59.77,17.20,15.77,51.23,0.50,-1.22
59.87,17.30,15.81,51.19,0.50,-1.18
59.97,16.90,15.86,51.14,0.50,-1.13
60.06,17.80,15.90,51.10,0.50,-1.09
60.16,17.10,15.94,51.06,0.50,-1.05
60.26,17.10,15.99,51.01,0.50,-1.01
60.35,17.10,16.03,50.97,0.50,-0.96
60.45,17.20,16.08,50.92,0.50,-0.92
60.56,17.20,16.13,50.87,0.50,-0.87
60.65,17.20,16.13,50.87,0.50,-0.82
60.74,17.70,16.18,50.82,0.50,-0.77
60.84,17.70,16.23,50.77,0.50,-0.72
60.94,17.40,16.28,50.72,0.50,-0.67
61.03,17.80,16.33,50.67,0.50,-0.62
61.13,17.50,16.38,50.62,0.50,-0.56
61.23,17.50,16.44,50.56,0.50,-0.51
61.30,17.60,16.49,50.51,0.50,-0.45
61.40,17.60,16.55,50.45,0.50,-0.40
61.49,17.70,16.61,50.39,0.50,-0.34
61.60,17.70,16.66,50.34,0.50,-0.29
61.70,18.20,16.71,50.29,0.50,-0.24
61.79,17.90,16.76,50.24,0.50,-0.18
61.89,18.30,16.81,50.19,0.50,-0.13
61.99,18.30,16.86,50.14,0.50,-0.08
62.10,18.00,16.91,50.09,0.50,-0.04
62.20,18.40,16.96,50.04,0.50,0.01
62.30,18.10,17.00,50.00,0.50,0.05
62.40,18.10,17.04,49.96,0.50,0.09
62.50,18.60,17.08,49.92,0.50,0.14
62.61,18.20,17.12,49.88,0.50,0.18
62.71,18.70,17.16,49.84,0.50,0.22
62.81,18.80,17.20,49.80,0.50,0.26
62.91,18.00,17.24,49.76,0.50,0.30
63.01,18.90,17.29,49.71,0.50,0.34
63.11,18.50,17.33,49.67,0.50,0.38
63.21,18.90,17.37,49.63,0.50,0.42
63.32,19.00,17.41,49.59,0.50,0.47
63.45,18.70,17.51,49.49,0.50,0.51
63.56,19.10,17.56,49.44,0.50,0.56
63.66,18.80,17.61,49.39,0.50,0.61
63.77,18.80,17.66,49.34,0.50,0.66
63.87,18.90,17.71,49.29,0.50,0.71
63.98,19.30,17.77,49.23,0.50,0.76
64.08,19.40,17.82,49.18,0.50,0.82
64.19,19.00,17.88,49.12,0.50,0.87
64.29,19.10,17.93,49.07,0.50,0.93
64.40,19.50,17.99,49.01,0.50,0.99
64.50,20.00,18.05,48.95,0.50,1.04
64.61,19.20,18.10,48.90,0.50,1.10
64.71,20.00,18.16,48.84,0.50,1.15
64.82,18.80,18.21,48.79,0.50,1.21
64.93,19.60,18.27,48.73,0.50,1.26
65.04,19.20,18.32,48.68,0.50,1.32
65.16,18.80,18.42,48.58,0.50,1.37
65.28,20.00,18.48,48.52,0.50,1.48
65.41,19.20,18.53,48.47,0.50,1.53
65.54,19.90,18.58,48.42,0.50,1.58
65.69,19.10,18.68,48.32,0.50,1.63
65.83,19.00,18.73,48.27,0.50,1.73
65.98,19.30,18.83,48.17,0.50,1.78
66.14,18.90,18.88,48.12,0.50,1.88
66.30,18.40,18.98,48.02,0.50,1.93
66.47,18.70,19.07,47.93,0.50,2.03
66.65,18.30,19.14,47.86,0.50,2.12
66.83,18.60,19.18,47.82,0.50,2.20
67.02,18.50,19.23,47.77,0.50,2.23
67.21,18.00,19.27,47.73,0.50,2.28
67.40,18.40,19.28,47.72,0.50,2.32
67.60,17.90,19.27,47.73,0.50,2.33
67.79,18.20,19.23,47.77,0.50,2.32
67.98,17.70,19.17,47.83,0.50,2.28
68.17,18.90,19.09,47.91,0.50,2.22
68.34,17.90,19.04,47.96,0.50,2.14
68.52,17.90,18.92,48.08,0.50,2.09
68.69,17.80,18.80,48.20,0.50,1.98
68.84,17.70,18.74,48.26,0.50,1.85
68.99,18.10,18.61,48.39,0.50,1.79
69.13,17.60,18.54,48.46,0.50,1.66
69.27,17.10,18.42,48.58,0.50,1.59
69.39,17.10,18.36,48.64,0.50,1.47
69.51,17.40,18.31,48.69,0.50,1.42
69.63,17.40,18.26,48.74,0.50,1.36
69.74,17.70,18.21,48.79,0.50,1.31
69.85,17.60,18.13,48.87,0.50,1.26
69.95,17.20,18.09,48.91,0.50,1.18
70.05,17.50,18.06,48.94,0.50,1.14
70.15,17.50,18.06,48.94,0.50,1.11
70.25,17.20,18.02,48.98,0.50,1.08
70.34,17.10,17.99,49.01,0.50,1.04
70.44,17.00,17.96,49.04,0.50,1.01
70.54,17.00,17.93,49.07,0.50,0.98
70.65,16.90,17.89,49.11,0.50,0.95
70.74,17.30,17.86,49.14,0.50,0.91
70.84,16.80,17.83,49.17,0.50,0.88
70.94,16.80,17.79,49.21,0.50,0.84
71.03,16.80,17.75,49.25,0.50,0.80
71.13,16.70,17.71,49.29,0.50,0.77
71.23,16.70,17.67,49.33,0.50,0.72
71.33,16.60,17.63,49.37,0.50,0.68
71.42,17.00,17.59,49.41,0.50,0.64
71.52,16.60,17.55,49.45,0.50,0.60
71.63,16.50,17.51,49.49,0.50,0.56
71.72,16.50,17.47,49.53,0.50,0.52
71.78,16.40,17.42,49.58,0.50,0.48
71.88,16.40,17.38,49.62,0.50,0.44
71.98,16.40,17.34,49.66,0.50,0.39
72.08,16.30,17.30,49.70,0.50,0.35
72.19,16.30,17.26,49.74,0.50,0.31
72.29,16.30,17.22,49.78,0.50,0.27
72.39,16.20,17.18,49.82,0.50,0.23
72.48,16.20,17.13,49.87,0.50,0.19
72.59,17.00,17.09,49.91,0.50,0.14
72.69,16.50,17.05,49.95,0.50,0.10
72.79,16.40,17.00,50.00,0.50,0.05
72.89,16.00,16.96,50.04,0.50,0.01
72.99,16.00,16.91,50.09,0.50,-0.04
73.09,16.00,16.86,50.14,0.50,-0.08
73.19,15.90,16.82,50.18,0.50,-0.13
73.29,15.90,16.77,50.23,0.50,-0.18
73.39,15.80,16.73,50.27,0.50,-0.22
73.50,15.80,16.68,50.32,0.50,-0.27
73.61,15.80,16.64,50.36,0.50,-0.31
73.70,15.70,16.60,50.40,0.50,-0.35
73.80,16.10,16.56,50.44,0.50,-0.39
73.90,15.70,16.52,50.48,0.50,-0.43
74.00,16.00,16.48,50.52,0.50,-0.47
74.11,15.60,16.45,50.55,0.50,-0.50
74.24,15.50,16.42,50.58,0.50,-0.53
74.35,15.50,16.38,50.62,0.50,-0.57
74.45,15.40,16.32,50.68,0.50,-0.60
74.56,15.40,16.29,50.71,0.50,-0.63
74.66,15.30,16.26,50.74,0.50,-0.66
74.76,15.70,16.23,50.77,0.50,-0.69
74.86,15.70,16.19,50.81,0.50,-0.72
74.97,15.60,16.16,50.84,0.50,-0.76
75.07,15.60,16.12,50.88,0.50,-0.79
75.18,15.60,16.08,50.92,0.50,-0.83
75.28,15.10,16.05,50.95,0.50,-0.86
75.38,15.50,16.01,50.99,0.50,-0.90
75.49,15.10,15.96,51.04,0.50,-0.94
75.60,15.00,15.92,51.08,0.50,-0.98
75.70,15.00,15.88,51.12,0.50,-1.03
75.80,15.00,15.84,51.16,0.50,-1.07
75.91,15.40,15.80,51.20,0.50,-1.11
76.01,15.00,15.76,51.24,0.50,-1.15
76.11,15.00,15.72,51.28,0.50,-1.19
76.22,15.40,15.68,51.32,0.50,-1.23
76.33,15.00,15.64,51.36,0.50,-1.27
76.44,15.00,15.61,51.39,0.50,-1.30
76.56,15.50,15.55,51.45,0.50,-1.34
76.68,15.10,15.52,51.48,0.50,-1.40
76.80,15.10,15.49,51.51,0.50,-1.43
76.92,15.20,15.46,51.54,0.50,-1.46
77.05,15.30,15.43,51.57,0.50,-1.49
77.18,15.30,15.38,51.62,0.50,-1.54
77.31,15.40,15.35,51.65,0.50,-1.57
77.45,15.40,15.32,51.68,0.50,-1.60
77.59,15.50,15.26,51.74,0.50,-1.66
77.74,15.60,15.23,51.77,0.50,-1.69
77.88,15.70,15.18,51.82,0.50,-1.72
78.03,15.70,15.16,51.84,0.50,-1.77
78.18,15.80,15.12,51.88,0.50,-1.79
78.33,15.80,15.10,51.90,0.50,-1.83
78.49,16.00,15.09,51.91,0.50,-1.85
78.65,16.50,15.09,51.91,0.50,-1.86
78.81,16.10,15.10,51.90,0.50,-1.86
78.96,16.20,15.13,51.87,0.50,-1.85
79.11,16.70,15.15,51.85,0.50,-1.82
79.26,16.30,15.20,51.80,0.50,-1.80
79.41,16.40,15.23,51.77,0.50,-1.75
79.56,16.90,15.30,51.70,0.50,-1.72
79.70,17.00,15.34,51.66,0.50,-1.65
79.83,16.60,15.39,51.61,0.50,-1.60
79.97,17.10,15.48,51.52,0.50,-1.56
80.09,16.70,15.53,51.47,0.50,-1.47
80.21,16.80,15.58,51.42,0.50,-1.42
80.33,16.80,15.63,51.37,0.50,-1.37
80.44,16.90,15.69,51.31,0.50,-1.31
80.54,17.00,15.74,51.26,0.50,-1.26
80.66,16.60,15.86,51.14,0.50,-1.20
80.75,17.10,15.92,51.08,0.50,-1.09
80.84,17.10,15.92,51.08,0.50,-1.03
80.94,16.70,15.97,51.03,0.50,-0.97
81.04,17.20,16.03,50.97,0.50,-0.92
81.13,16.80,16.09,50.91,0.50,-0.86
81.23,17.30,16.14,50.86,0.50,-0.80
81.33,16.90,16.20,50.80,0.50,-0.75
81.42,17.40,16.25,50.75,0.50,-0.69
81.52,17.50,16.31,50.69,0.50,-0.64
81.62,17.50,16.36,50.64,0.50,-0.59
81.72,17.60,16.41,50.59,0.50,-0.54
81.78,17.60,16.45,50.55,0.50,-0.50
81.88,17.60,16.50,50.50,0.50,-0.45
81.98,17.70,16.54,50.46,0.50,-0.41
82.08,17.80,16.58,50.42,0.50,-0.37
82.18,17.80,16.61,50.39,0.50,-0.34
82.28,17.90,16.64,50.36,0.50,-0.30
82.38,18.30,16.68,50.32,0.50,-0.27
82.48,18.80,16.70,50.30,0.50,-0.24
82.59,17.70,16.73,50.27,0.50,-0.22
82.68,18.10,16.76,50.24,0.50,-0.19
82.78,18.20,16.79,50.21,0.50,-0.16
82.88,18.20,16.82,50.18,0.50,-0.13
82.98,18.60,16.85,50.15,0.50,-0.10
83.08,18.70,16.88,50.12,0.50,-0.07
83.19,18.30,16.92,50.08,0.50,-0.03
83.29,18.40,16.96,50.04,0.50,0.01
83.39,18.40,17.00,50.00,0.50,0.05
83.49,18.40,17.05,49.95,0.50,0.10
83.60,18.50,17.10,49.90,0.50,0.15
83.69,18.20,17.16,49.84,0.50,0.21
83.80,18.70,17.22,49.78,0.50,0.27
83.90,18.70,17.29,49.71,0.50,0.34
84.00,18.70,17.35,49.65,0.50,0.41
84.10,18.00,17.42,49.58,0.50,0.48
84.24,18.40,17.50,49.50,0.50,0.55
84.35,18.50,17.57,49.43,0.50,0.62
84.45,19.00,17.71,49.29,0.50,0.69
84.57,19.10,17.78,49.22,0.50,0.76
84.67,19.90,17.84,49.16,0.50,0.83
84.77,19.20,17.90,49.10,0.50,0.89
84.88,19.20,17.96,49.04,0.50,0.95
84.98,18.90,18.01,48.99,0.50,1.01
85.09,18.50,18.06,48.94,0.50,1.06
85.19,18.50,18.11,48.89,0.50,1.11
85.30,18.90,18.15,48.85,0.50,1.16
85.40,19.00,18.19,48.81,0.50,1.20
85.51,19.10,18.22,48.78,0.50,1.24
85.63,19.10,18.26,48.74,0.50,1.28
85.74,19.10,18.29,48.71,0.50,1.31
85.85,19.50,18.36,48.64,0.50,1.34
85.97,19.10,18.39,48.61,0.50,1.41
86.09,19.10,18.42,48.58,0.50,1.44
86.22,19.00,18.46,48.54,0.50,1.47
86.34,19.00,18.49,48.51,0.50,1.51
86.47,19.00,18.57,48.43,0.50,1.54
86.62,19.00,18.61,48.39,0.50,1.62
86.76,18.50,18.68,48.32,0.50,1.66
86.90,18.50,18.72,48.28,0.50,1.73
87.05,18.40,18.79,48.21,0.50,1.77
87.20,18.40,18.82,48.18,0.50,1.84
87.36,18.60,18.88,48.12,0.50,1.87
87.52,18.60,18.90,48.10,0.50,1.93
87.69,18.50,18.94,48.06,0.50,1.95
87.86,18.90,18.96,48.04,0.50,1.99
88.03,19.20,18.96,48.04,0.50,2.01
88.19,18.70,18.95,48.05,0.50,2.01
88.36,18.60,18.92,48.08,0.50,2.00
88.52,18.90,18.90,48.10,0.50,1.97
88.69,18.50,18.84,48.16,0.50,1.95
88.85,18.00,18.78,48.22,0.50,1.90
89.00,17.90,18.75,48.25,0.50,1.83
89.15,18.30,18.68,48.32,0.50,1.80
89.30,18.20,18.66,48.34,0.50,1.74
89.44,18.60,18.64,48.36,0.50,1.71
89.59,18.90,18.61,48.39,0.50,1.69
89.73,18.00,18.60,48.40,0.50,1.66
89.87,18.00,18.60,48.40,0.50,1.65
90.01,18.70,18.60,48.40,0.50,1.65
90.14,17.90,18.60,48.40,0.50,1.65
90.28,17.40,18.59,48.41,0.50,1.65
90.42,17.30,18.58,48.42,0.50,1.64
90.57,17.20,18.55,48.45,0.50,1.63
90.70,18.00,18.53,48.47,0.50,1.60
90.83,19.30,18.50,48.50,0.50,1.58
90.97,17.80,18.44,48.56,0.50,1.55
91.09,17.40,18.40,48.60,0.50,1.49
91.21,17.40,18.36,48.64,0.50,1.45
91.33,17.30,18.31,48.69,0.50,1.41
91.45,17.30,18.27,48.73,0.50,1.37
91.57,17.20,18.19,48.81,0.50,1.28
91.67,17.20,18.14,48.86,0.50,1.24
91.77,17.10,18.10,48.90,0.50,1.20
91.87,17.10,18.06,48.94,0.50,1.16
91.97,16.60,18.03,48.97,0.50,1.12
92.07,16.60,17.99,49.01,0.50,1.08
92.17,16.60,17.95,49.05,0.50,1.04
92.27,16.90,17.91,49.09,0.50,1.00
92.36,16.90,17.88,49.12,0.50,0.97
92.46,16.90,17.84,49.16,0.50,0.93
92.57,16.40,17.80,49.20,0.50,0.89
92.66,16.40,17.77,49.23,0.50,0.86
92.75,16.70,17.73,49.27,0.50,0.82
92.85,16.30,17.69,49.31,0.50,0.78
92.95,16.30,17.65,49.35,0.50,0.74
93.05,16.30,17.65,49.35,0.50,0.70
93.15,16.70,17.60,49.40,0.50,0.66
93.24,16.20,17.56,49.44,0.50,0.61
93.34,16.20,17.51,49.49,0.50,0.56
93.44,16.10,17.46,49.54,0.50,0.51
93.50,16.50,17.41,49.59,0.50,0.46
93.61,16.10,17.35,49.65,0.50,0.40
93.70,16.00,17.29,49.71,0.50,0.34
93.81,16.00,17.23,49.77,0.50,0.28
93.91,15.90,17.17,49.83,0.50,0.22
94.00,15.90,17.10,49.90,0.50,0.16
94.10,15.90,17.04,49.96,0.50,0.09
94.20,16.20,16.97,50.03,0.50,0.03
94.31,15.80,16.91,50.09,0.50,-0.04
94.41,16.10,16.85,50.15,0.50,-0.10
94.51,16.00,16.78,50.22,0.50,-0.17
94.62,16.10,16.72,50.28,0.50,-0.23
94.71,16.00,16.66,50.34,0.50,-0.29
94.81,16.00,16.61,50.39,0.50,-0.34
94.92,15.50,16.55,50.45,0.50,-0.40
95.02,15.90,16.50,50.50,0.50,-0.45
95.12,15.50,16.45,50.55,0.50,-0.50
95.26,15.40,16.35,50.65,0.50,-0.55
95.36,15.40,16.31,50.69,0.50,-0.59
95.47,15.30,16.26,50.74,0.50,-0.64
95.58,15.30,16.22,50.78,0.50,-0.68
95.68,15.20,16.19,50.81,0.50,-0.72
95.78,15.20,16.15,50.85,0.50,-0.76
95.89,15.60,16.11,50.89,0.50,-0.80
95.99,15.50,16.08,50.92,0.50,-0.84
96.09,15.50,16.04,50.96,0.50,-0.87
96.20,15.50,16.01,50.99,0.50,-0.91
96.30,15.80,15.98,51.02,0.50,-0.94
96.40,15.40,15.95,51.05,0.50,-0.97
96.51,15.80,15.92,51.08,0.50,-1.00
96.62,15.40,15.89,51.11,0.50,-1.03
96.71,15.30,15.85,51.15,0.50,-1.06
96.82,15.30,15.82,51.18,0.50,-1.09
96.92,15.70,15.79,51.21,0.50,-1.13
97.02,15.30,15.75,51.25,0.50,-1.16
97.13,15.30,15.72,51.28,0.50,-1.20
97.23,15.30,15.68,51.32,0.50,-1.23
97.34,15.30,15.64,51.36,0.50,-1.27
97.45,14.90,15.57,51.43,0.50,-1.31
97.58,15.00,15.54,51.46,0.50,-1.38
97.70,15.00,15.50,51.50,0.50,-1.41
97.82,15.10,15.48,51.52,0.50,-1.44
97.94,15.50,15.45,51.55,0.50,-1.47
98.07,15.60,15.41,51.59,0.50,-1.50
98.20,15.60,15.40,51.60,0.50,-1.54
98.33,16.10,15.38,51.62,0.50,-1.55
98.46,15.80,15.36,51.64,0.50,-1.57
98.60,16.20,15.35,51.65,0.50,-1.59
98.73,15.90,15.34,51.66,0.50,-1.60
98.87,16.40,15.32,51.68,0.50,-1.61
99.01,16.00,15.31,51.69,0.50,-1.63
99.14,16.50,15.30,51.70,0.50,-1.64
99.28,16.20,15.27,51.73,0.50,-1.65
99.43,16.20,15.26,51.74,0.50,-1.68
99.57,15.90,15.25,51.75,0.50,-1.69
99.72,16.40,15.26,51.74,0.50,-1.70
99.86,16.50,15.28,51.72,0.50,-1.69
100.00,16.50,15.31,51.69,0.50,-1.67
100.14,16.60,15.34,51.66,0.50,-1.64
100.27,16.70,15.42,51.58,0.50,-1.61
100.40,17.20,15.47,51.53,0.50,-1.53
100.52,16.80,15.53,51.47,0.50,-1.47
100.65,17.30,15.65,51.35,0.50,-1.42
100.76,16.90,15.71,51.29,0.50,-1.30
100.87,17.00,15.77,51.23,0.50,-1.24
100.97,17.10,15.83,51.17,0.50,-1.18
101.07,16.70,15.89,51.11,0.50,-1.12
101.16,17.10,15.94,51.06,0.50,-1.06
101.26,17.20,15.99,51.01,0.50,-1.01
101.36,17.20,16.03,50.97,0.50,-0.96
101.45,16.90,16.08,50.92,0.50,-0.91
101.56,17.40,16.12,50.88,0.50,-0.87
101.65,17.00,16.17,50.83,0.50,-0.83
101.75,17.00,16.17,50.83,0.50,-0.78
101.84,17.10,16.21,50.79,0.50,-0.74
101.94,17.10,16.25,50.75,0.50,-0.70
102.04,17.10,16.29,50.71,0.50,-0.65
102.14,17.20,16.34,50.66,0.50,-0.61
102.23,17.70,16.39,50.61,0.50,-0.56
102.33,17.70,16.44,50.56,0.50,-0.51
102.40,17.80,16.48,50.52,0.50,-0.46
102.50,18.60,16.53,50.47,0.50,-0.42
102.60,17.90,16.58,50.42,0.50,-0.37
102.70,18.70,16.63,50.37,0.50,-0.32
102.80,18.00,16.68,50.32,0.50,-0.27
102.90,18.10,16.72,50.28,0.50,-0.23
103.00,17.70,16.76,50.24,0.50,-0.19
103.10,17.80,16.80,50.20,0.50,-0.15
103.20,18.20,16.84,50.16,0.50,-0.11
103.30,17.80,16.87,50.13,0.50,-0.08
103.40,17.90,16.91,50.09,0.50,-0.04
103.50,18.30,16.94,50.06,0.50,-0.01
103.61,18.40,16.97,50.03,0.50,0.03
103.70,18.90,17.01,49.99,0.50,0.06
103.81,18.10,17.05,49.95,0.50,0.10
103.91,18.20,17.09,49.91,0.50,0.14
104.01,18.20,17.14,49.86,0.50,0.19
104.11,18.30,17.19,49.81,0.50,0.24
104.21,18.30,17.24,49.76,0.50,0.29
104.31,18.40,17.30,49.70,0.50,0.35
104.42,18.90,17.36,49.64,0.50,0.41
104.52,18.50,17.42,49.58,0.50,0.47
