millis,dist_raw,dist_filtered,water_height,setpoint,pid_val
138.08,22.80,24.03,42.97,0.50,0.80
138.17,22.80,24.01,42.99,0.50,0.80
138.28,22.80,23.99,43.01,0.50,0.80
138.38,22.70,23.97,43.03,0.50,0.80
138.48,23.10,23.94,43.06,0.50,0.80
138.58,23.10,23.92,43.08,0.50,0.80
138.68,23.50,23.89,43.11,0.50,0.80
138.78,23.50,23.87,43.13,0.50,0.80
138.88,23.10,23.84,43.16,0.50,0.80
138.98,23.00,23.81,43.19,0.50,0.80
139.09,22.60,23.79,43.21,0.50,0.80
139.18,22.60,23.76,43.24,0.50,0.80
139.28,23.40,23.73,43.27,0.50,0.80
139.39,23.00,23.71,43.29,0.50,0.80
139.49,23.00,23.68,43.32,0.50,0.80
139.59,22.60,23.66,43.34,0.50,0.80
139.69,23.00,23.63,43.37,0.50,0.80
139.79,23.00,23.61,43.39,0.50,0.80
139.89,23.30,23.58,43.42,0.50,0.80
139.99,22.50,23.56,43.44,0.50,0.80
140.10,22.50,23.53,43.47,0.50,0.80
140.19,22.50,23.51,43.49,0.50,0.80
140.29,22.90,23.48,43.52,0.50,0.80
140.40,22.50,23.46,43.54,0.50,0.80
140.50,22.90,23.43,43.57,0.50,0.80
140.60,22.80,23.41,43.59,0.50,0.80
140.70,23.30,23.38,43.62,0.50,0.80
140.80,22.80,23.35,43.65,0.50,0.80
140.90,22.30,23.33,43.67,0.50,0.80
141.00,22.30,23.30,43.70,0.50,0.80
141.11,22.30,23.27,43.73,0.50,0.80
141.20,22.70,23.24,43.76,0.50,0.80
141.31,22.30,23.22,43.78,0.50,0.80
141.41,22.70,23.19,43.81,0.50,0.80
141.51,22.70,23.16,43.84,0.50,0.80
141.61,22.30,23.14,43.86,0.50,0.80
141.71,22.70,23.11,43.89,0.50,0.80
141.81,22.20,23.09,43.91,0.50,0.80
141.91,22.20,23.07,43.93,0.50,0.80
142.01,22.20,23.04,43.96,0.50,0.80
142.12,22.20,23.02,43.98,0.50,0.80
142.21,22.60,23.00,44.00,0.50,0.80
142.31,22.20,22.98,44.02,0.50,0.80
142.42,22.20,22.96,44.04,0.50,0.80
142.52,22.60,22.94,44.06,0.50,0.80
142.62,23.00,22.93,44.07,0.50,0.80
142.72,22.50,22.91,44.09,0.50,0.80
142.82,21.70,22.89,44.11,0.50,0.80
142.92,22.10,22.87,44.13,0.50,0.80
143.03,22.50,22.85,44.15,0.50,0.80
143.12,22.50,22.83,44.17,0.50,0.80
143.22,22.50,22.81,44.19,0.50,0.80
143.32,22.10,22.78,44.22,0.50,0.80
143.43,22.40,22.76,44.24,0.50,0.80
143.53,22.50,22.74,44.26,0.50,0.80
143.63,22.50,22.72,44.28,0.50,0.80
143.73,22.40,22.69,44.31,0.50,0.80
143.83,22.00,22.67,44.33,0.50,0.80
143.93,22.00,22.65,44.35,0.50,0.80
144.04,22.40,22.62,44.38,0.50,0.80
144.13,22.00,22.60,44.40,0.50,0.79
144.23,22.30,22.58,44.42,0.50,0.79
144.34,22.40,22.56,44.44,0.50,0.79
144.44,22.30,22.54,44.46,0.50,0.79
144.54,22.30,22.52,44.48,0.50,0.79
144.64,22.30,22.50,44.50,0.50,0.79
144.74,21.80,22.48,44.52,0.50,0.79
144.84,21.90,22.47,44.53,0.50,0.79
144.94,21.90,22.45,44.55,0.50,0.79
145.05,21.90,22.44,44.56,0.50,0.79
145.14,21.90,22.43,44.57,0.50,0.79
145.24,22.70,22.42,44.58,0.50,0.79
145.34,22.20,22.41,44.59,0.50,0.79
145.45,22.20,22.40,44.60,0.50,0.79
145.55,21.40,22.39,44.61,0.50,0.79
145.65,21.80,22.38,44.62,0.50,0.79
145.75,21.80,22.38,44.62,0.50,0.79
145.85,21.80,22.37,44.63,0.50,0.79
145.95,21.80,22.37,44.63,0.50,0.79
146.06,21.70,22.36,44.64,0.50,0.79
146.15,21.80,22.35,44.65,0.50,0.79
146.25,22.10,22.35,44.65,0.50,0.79
146.35,22.20,22.34,44.66,0.50,0.79
146.46,21.70,22.33,44.67,0.50,0.79
146.56,22.10,22.32,44.68,0.50,0.79
146.66,21.70,22.31,44.69,0.50,0.79
146.76,21.70,22.30,44.70,0.50,0.79
146.86,21.70,22.29,44.71,0.50,0.79
146.96,21.70,22.28,44.72,0.50,0.79
147.07,21.60,22.26,44.74,0.50,0.79
147.16,21.60,22.25,44.75,0.50,0.79
147.26,21.90,22.23,44.77,0.50,0.79
147.37,22.00,22.21,44.79,0.50,0.79
147.47,21.60,22.20,44.80,0.50,0.79
147.57,22.00,22.18,44.82,0.50,0.79
147.67,22.00,22.16,44.84,0.50,0.79
147.77,21.50,22.14,44.86,0.50,0.79
147.87,21.50,22.12,44.88,0.50,0.79
147.97,22.30,22.10,44.90,0.50,0.79
148.08,21.90,22.08,44.92,0.50,0.79
148.17,21.50,22.06,44.94,0.50,0.79
148.27,21.90,22.04,44.96,0.50,0.79
148.38,21.50,22.02,44.98,0.50,0.79
148.48,21.90,22.00,45.00,0.50,0.79
148.58,21.90,21.98,45.02,0.50,0.79
148.68,21.50,21.97,45.03,0.50,0.79
148.78,21.40,21.95,45.05,0.50,0.79
148.88,21.40,21.93,45.07,0.50,0.79
148.98,21.40,21.92,45.08,0.50,0.79
149.09,21.40,21.90,45.10,0.50,0.79
149.18,21.80,21.89,45.11,0.50,0.79
149.28,21.80,21.88,45.12,0.50,0.79
149.38,21.80,21.87,45.13,0.50,0.79
149.49,21.40,21.86,45.14,0.50,0.79
149.59,21.30,21.85,45.15,0.50,0.79
149.69,21.70,21.84,45.16,0.50,0.79
149.79,21.30,21.84,45.16,0.50,0.79
149.89,21.30,21.83,45.17,0.50,0.79
149.99,21.80,21.82,45.18,0.50,0.79
150.10,21.30,21.82,45.18,0.50,0.79
150.19,21.70,21.81,45.19,0.50,0.79
150.29,21.70,21.81,45.19,0.50,0.79
150.40,21.30,21.80,45.20,0.50,0.79
150.50,21.70,21.80,45.20,0.50,0.79
150.60,21.60,21.79,45.21,0.50,0.79
150.70,21.30,21.78,45.22,0.50,0.79
150.80,21.20,21.77,45.23,0.50,0.79
150.90,21.60,21.77,45.23,0.50,0.79
151.00,21.60,21.76,45.24,0.50,0.79
151.11,21.60,21.75,45.25,0.50,0.79
151.20,22.00,21.74,45.26,0.50,0.79
151.30,22.40,21.72,45.28,0.50,0.79
151.41,22.00,21.71,45.29,0.50,0.79
151.51,21.50,21.70,45.30,0.50,0.79
151.61,21.10,21.69,45.31,0.50,0.79
151.71,21.10,21.67,45.33,0.50,0.79
151.81,21.10,21.66,45.34,0.50,0.79
151.91,21.50,21.64,45.36,0.50,0.79
152.01,21.50,21.63,45.37,0.50,0.79
152.12,21.50,21.62,45.38,0.50,0.79
152.21,21.10,21.61,45.39,0.50,0.79
152.31,21.50,21.60,45.40,0.50,0.79
152.41,21.40,21.59,45.41,0.50,0.79
152.51,21.00,21.58,45.42,0.50,0.79
152.62,21.10,21.57,45.43,0.50,0.79
152.72,21.50,21.57,45.43,0.50,0.79
152.82,21.40,21.56,45.44,0.50,0.79
152.92,21.00,21.56,45.44,0.50,0.79
153.02,21.40,21.56,45.44,0.50,0.79
153.13,21.40,21.56,45.44,0.50,0.79
153.22,21.80,21.56,45.44,0.50,0.79
153.32,21.40,21.56,45.44,0.50,0.79
153.42,21.00,21.56,45.44,0.50,0.79
153.53,21.00,21.56,45.44,0.50,0.79
153.63,20.90,21.57,45.43,0.50,0.79
153.73,21.30,21.57,45.43,0.50,0.79
153.83,21.70,21.57,45.43,0.50,0.79
153.93,20.90,21.56,45.44,0.50,0.79
154.04,21.30,21.56,45.44,0.50,0.79
154.13,21.30,21.56,45.44,0.50,0.79
154.23,20.90,21.55,45.45,0.50,0.79
154.33,21.70,21.54,45.46,0.50,0.79
154.44,21.20,21.53,45.47,0.50,0.79
154.54,21.30,21.52,45.48,0.50,0.79
154.64,20.80,21.51,45.49,0.50,0.79
154.74,21.20,21.50,45.50,0.50,0.79
154.84,21.20,21.48,45.52,0.50,0.79
154.94,21.20,21.47,45.53,0.50,0.79
155.05,20.80,21.45,45.55,0.50,0.79
155.14,21.20,21.43,45.57,0.50,0.79
155.24,21.20,21.42,45.58,0.50,0.79
155.34,21.50,21.40,45.60,0.50,0.79
155.44,21.20,21.39,45.61,0.50,0.79
155.55,21.20,21.37,45.63,0.50,0.79
155.65,21.50,21.36,45.64,0.50,0.79
155.75,20.70,21.34,45.66,0.50,0.79
155.85,21.10,21.33,45.67,0.50,0.79
155.95,21.10,21.32,45.68,0.50,0.79
156.06,21.10,21.31,45.69,0.50,0.79
156.15,21.10,21.30,45.70,0.50,0.79
156.25,21.10,21.29,45.71,0.50,0.79
156.35,21.00,21.29,45.71,0.50,0.79
156.45,21.00,21.28,45.72,0.50,0.79
156.56,21.10,21.27,45.73,0.50,0.79
156.66,21.40,21.27,45.73,0.50,0.79
156.76,21.00,21.26,45.74,0.50,0.79
156.86,21.00,21.25,45.75,0.50,0.79
156.96,21.00,21.25,45.75,0.50,0.79
157.07,21.00,21.24,45.76,0.50,0.79
157.16,20.60,21.24,45.76,0.50,0.79
157.26,21.00,21.23,45.77,0.50,0.79
157.36,21.40,21.23,45.77,0.50,0.79
157.46,20.90,21.22,45.78,0.50,0.79
157.56,20.50,21.21,45.79,0.50,0.79
157.67,21.30,21.21,45.79,0.50,0.79
157.77,21.30,21.20,45.80,0.50,0.79
157.87,20.80,21.20,45.80,0.50,0.79
157.97,20.90,21.19,45.81,0.50,0.79
158.08,20.90,21.19,45.81,0.50,0.79
158.17,20.80,21.18,45.82,0.50,0.79
158.27,20.90,21.18,45.82,0.50,0.79
158.37,21.30,21.17,45.83,0.50,0.79
158.47,21.20,21.17,45.83,0.50,0.79
158.57,20.90,21.16,45.84,0.50,0.79
158.68,21.20,21.15,45.85,0.50,0.79
158.78,20.80,21.15,45.85,0.50,0.79
158.88,20.80,21.14,45.86,0.50,0.79
158.98,21.20,21.13,45.87,0.50,0.79
159.09,21.60,21.12,45.88,0.50,0.79
159.18,21.20,21.12,45.88,0.50,0.79
159.28,22.40,21.11,45.89,0.50,0.79
159.38,20.70,21.10,45.90,0.50,0.79
159.48,20.40,21.09,45.91,0.50,0.79
159.59,21.20,21.08,45.92,0.50,0.79
159.69,20.70,21.07,45.93,0.50,0.79
159.79,21.10,21.06,45.94,0.50,0.79
159.89,20.70,21.05,45.95,0.50,0.79
159.99,20.70,21.05,45.95,0.50,0.79
160.10,21.90,21.04,45.96,0.50,0.79
160.19,20.60,21.03,45.97,0.50,0.79
160.29,21.00,21.03,45.97,0.50,0.79
160.39,20.60,21.02,45.98,0.50,0.79
160.49,21.00,21.02,45.98,0.50,0.79
160.59,21.00,21.02,45.98,0.50,0.79
160.70,20.60,21.02,45.98,0.50,0.79
160.80,20.50,21.02,45.98,0.50,0.79
160.90,20.60,21.02,45.98,0.50,0.79
161.00,20.60,21.03,45.97,0.50,0.79
161.11,21.00,21.03,45.97,0.50,0.79
161.20,21.00,21.04,45.96,0.50,0.79
161.30,20.60,21.04,45.96,0.50,0.79
161.40,20.50,21.05,45.95,0.50,0.79
161.50,20.10,21.06,45.94,0.50,0.79
161.60,20.10,21.06,45.94,0.50,0.79
161.71,20.10,21.07,45.93,0.50,0.79
161.81,20.50,21.07,45.93,0.50,0.79
161.91,21.70,21.08,45.92,0.50,0.79
162.01,20.40,21.08,45.92,0.50,0.79
162.12,20.80,21.08,45.92,0.50,0.80
162.21,20.10,21.08,45.92,0.50,0.80
162.31,20.40,21.07,45.93,0.50,0.80
162.41,20.80,21.07,45.93,0.50,0.80
162.51,20.80,21.06,45.94,0.50,0.80
162.62,20.40,21.05,45.95,0.50,0.80
162.72,20.40,21.03,45.97,0.50,0.79
162.82,20.40,21.02,45.98,0.50,0.79
162.92,20.80,21.00,46.00,0.50,0.79
163.02,20.70,20.98,46.02,0.50,0.79
163.13,20.30,20.96,46.04,0.50,0.79
163.22,20.40,20.93,46.07,0.50,0.79
163.32,20.70,20.91,46.09,0.50,0.79
163.42,20.30,20.88,46.12,0.50,0.79
163.52,20.30,20.86,46.14,0.50,0.79
163.62,20.30,20.83,46.17,0.50,0.79
163.73,20.30,20.81,46.19,0.50,0.79
163.83,20.20,20.78,46.22,0.50,0.79
163.93,20.30,20.76,46.24,0.50,0.79
164.03,20.30,20.73,46.27,0.50,0.79
164.14,22.70,20.71,46.29,0.50,0.79
164.23,21.10,20.69,46.31,0.50,0.79
164.33,20.60,20.67,46.33,0.50,0.79
164.43,21.40,20.65,46.35,0.50,0.79
164.53,20.20,20.64,46.36,0.50,0.79
164.63,20.20,20.62,46.38,0.50,0.79
164.74,19.80,20.61,46.39,0.50,0.79
164.84,20.20,20.60,46.40,0.50,0.79
164.94,20.20,20.58,46.42,0.50,0.79
165.05,20.20,20.58,46.42,0.50,0.79
165.14,20.10,20.57,46.43,0.50,0.79
165.24,20.20,20.56,46.44,0.50,0.79
165.34,20.10,20.55,46.45,0.50,0.79
165.44,20.10,20.55,46.45,0.50,0.79
165.54,20.10,20.55,46.45,0.50,0.79
165.65,19.70,20.54,46.46,0.50,0.79
165.75,20.10,20.54,46.46,0.50,0.79
165.85,20.10,20.54,46.46,0.50,0.79
165.95,20.00,20.55,46.45,0.50,0.79
166.06,20.10,20.55,46.45,0.50,0.79
166.15,20.10,20.55,46.45,0.50,0.79
166.25,20.40,20.56,46.44,0.50,0.79
166.35,20.00,20.56,46.44,0.50,0.79
166.45,19.60,20.56,46.44,0.50,0.79
166.55,20.10,20.56,46.44,0.50,0.79
166.66,20.40,20.57,46.43,0.50,0.79
166.76,20.50,20.56,46.44,0.50,0.79
166.86,20.40,20.56,46.44,0.50,0.79
166.96,20.00,20.56,46.44,0.50,0.79
167.07,20.00,20.55,46.45,0.50,0.79
167.16,19.60,20.54,46.46,0.50,0.79
167.26,20.30,20.53,46.47,0.50,0.79
167.36,20.30,20.51,46.49,0.50,0.79
167.46,19.90,20.49,46.51,0.50,0.79
167.56,20.30,20.47,46.53,0.50,0.79
167.66,20.00,20.44,46.56,0.50,0.79
167.77,20.30,20.42,46.58,0.50,0.79
167.87,19.50,20.39,46.61,0.50,0.79
167.97,20.20,20.36,46.64,0.50,0.79
168.08,19.90,20.33,46.67,0.50,0.79
168.17,19.90,20.30,46.70,0.50,0.79
168.27,19.90,20.27,46.73,0.50,0.79
168.37,20.20,20.25,46.75,0.50,0.79
168.47,19.90,20.22,46.78,0.50,0.79
168.57,20.20,20.20,46.80,0.50,0.79
168.68,19.80,20.18,46.82,0.50,0.79
168.78,19.30,20.16,46.84,0.50,0.79
168.88,19.70,20.14,46.86,0.50,0.79
168.98,19.70,20.13,46.87,0.50,0.79
169.09,20.10,20.12,46.88,0.50,0.79
169.18,19.70,20.11,46.89,0.50,0.79
169.28,19.80,20.11,46.89,0.50,0.79
169.38,19.80,20.11,46.89,0.50,0.79
169.48,21.40,20.10,46.90,0.50,0.79
169.58,19.40,20.10,46.90,0.50,0.79
169.69,19.80,20.10,46.90,0.50,0.79
169.79,19.70,20.10,46.90,0.50,0.79
169.89,20.20,20.10,46.90,0.50,0.79
169.99,20.10,20.10,46.90,0.50,0.79
170.10,19.20,20.10,46.90,0.50,0.79
170.19,20.00,20.09,46.91,0.50,0.79
170.29,20.50,20.09,46.91,0.50,0.79
170.39,19.70,20.08,46.92,0.50,0.79
170.49,19.60,20.07,46.93,0.50,0.79
170.59,20.00,20.06,46.94,0.50,0.79
170.69,20.00,20.05,46.95,0.50,0.79
170.80,19.30,20.04,46.96,0.50,0.79
170.90,20.90,20.03,46.97,0.50,0.79
171.00,20.50,20.01,46.99,0.50,0.79
171.11,19.60,20.00,47.00,0.50,0.79
171.20,20.00,19.99,47.01,0.50,0.79
171.30,19.20,19.98,47.02,0.50,0.79
171.40,19.60,19.97,47.03,0.50,0.79
171.50,19.50,19.96,47.04,0.50,0.79
171.60,19.10,19.95,47.05,0.50,0.79
171.71,19.60,19.94,47.06,0.50,0.79
171.81,19.60,19.94,47.06,0.50,0.79
171.91,20.30,19.93,47.07,0.50,0.79
172.01,19.60,19.93,47.07,0.50,0.79
172.12,19.50,19.92,47.08,0.50,0.79
172.21,19.10,19.92,47.08,0.50,0.79
172.31,19.50,19.92,47.08,0.50,0.79
172.41,19.50,19.92,47.08,0.50,0.79
172.51,19.90,19.92,47.08,0.50,0.79
172.61,19.90,19.93,47.07,0.50,0.79
172.72,20.70,19.93,47.07,0.50,0.79
172.82,19.40,19.93,47.07,0.50,0.79
172.92,19.40,19.93,47.07,0.50,0.79
173.02,19.40,19.93,47.07,0.50,0.79
173.13,19.80,19.93,47.07,0.50,0.79
173.22,19.80,19.92,47.08,0.50,0.79
173.32,19.80,19.92,47.08,0.50,0.79
173.42,19.80,19.91,47.09,0.50,0.79
173.52,19.40,19.90,47.10,0.50,0.79
173.62,19.80,19.89,47.11,0.50,0.79
173.72,20.60,19.88,47.12,0.50,0.79
173.83,19.30,19.86,47.14,0.50,0.79
173.93,19.70,19.85,47.15,0.50,0.79
174.03,19.40,19.83,47.17,0.50,0.79
174.14,19.70,19.82,47.18,0.50,0.79
174.23,20.10,19.80,47.20,0.50,0.79
174.33,19.40,19.78,47.22,0.50,0.79
174.43,19.70,19.77,47.23,0.50,0.79
174.53,19.70,19.75,47.25,0.50,0.79
174.63,19.20,19.74,47.26,0.50,0.79
174.74,19.30,19.72,47.28,0.50,0.79
174.84,19.30,19.71,47.29,0.50,0.79
174.94,18.90,19.70,47.30,0.50,0.79
175.04,19.30,19.70,47.30,0.50,0.79
175.15,19.30,19.69,47.31,0.50,0.79
175.24,19.30,19.69,47.31,0.50,0.79
175.34,19.20,19.69,47.31,0.50,0.79
175.44,19.30,19.69,47.31,0.50,0.79
175.54,18.80,19.69,47.31,0.50,0.79
175.64,19.60,19.69,47.31,0.50,0.79
175.75,19.20,19.70,47.30,0.50,0.79
175.85,19.20,19.70,47.30,0.50,0.79
175.95,20.00,19.71,47.29,0.50,0.79
176.06,19.60,19.71,47.29,0.50,0.79
176.15,19.60,19.71,47.29,0.50,0.79
176.25,18.80,19.72,47.28,0.50,0.79
176.35,19.10,19.71,47.29,0.50,0.79
176.45,18.80,19.71,47.29,0.50,0.79
176.55,18.80,19.71,47.29,0.50,0.79
176.65,19.50,19.70,47.30,0.50,0.79
176.75,18.80,19.69,47.31,0.50,0.79
176.86,19.10,19.67,47.33,0.50,0.79
176.96,19.10,19.66,47.34,0.50,0.79
177.07,19.50,19.64,47.36,0.50,0.79
177.16,18.70,19.62,47.38,0.50,0.79
177.26,19.50,19.60,47.40,0.50,0.79
177.36,19.90,19.57,47.43,0.50,0.79
177.46,19.40,19.55,47.45,0.50,0.79
177.56,19.50,19.53,47.47,0.50,0.79
177.66,19.40,19.50,47.50,0.50,0.79
177.76,19.40,19.48,47.52,0.50,0.79
177.87,19.00,19.45,47.55,0.50,0.79
177.97,19.40,19.43,47.57,0.50,0.79
178.08,19.00,19.41,47.59,0.50,0.79
178.17,19.00,19.38,47.62,0.50,0.78
178.27,19.00,19.36,47.64,0.50,0.78
178.37,19.00,19.34,47.66,0.50,0.78
178.47,19.00,19.33,47.67,0.50,0.78
178.57,19.00,19.31,47.69,0.50,0.78
178.67,19.40,19.30,47.70,0.50,0.78
178.78,18.90,19.29,47.71,0.50,0.78
178.88,18.90,19.28,47.72,0.50,0.78
178.98,19.30,19.27,47.73,0.50,0.78
179.09,18.90,19.26,47.74,0.50,0.78
179.18,19.00,19.25,47.75,0.50,0.78
179.28,19.30,19.25,47.75,0.50,0.78
179.38,19.30,19.25,47.75,0.50,0.78
179.48,18.90,19.25,47.75,0.50,0.78
179.58,18.90,19.24,47.76,0.50,0.78
179.68,18.90,19.24,47.76,0.50,0.78
179.78,19.30,19.24,47.76,0.50,0.78
179.89,19.30,19.24,47.76,0.50,0.78
179.99,18.90,19.24,47.76,0.50,0.78
180.10,18.90,19.24,47.76,0.50,0.78
180.19,18.50,19.24,47.76,0.50,0.78
180.29,18.90,19.24,47.76,0.50,0.78
180.39,18.80,19.24,47.76,0.50,0.78
180.49,18.40,19.23,47.77,0.50,0.78
180.59,18.90,19.23,47.77,0.50,0.78
180.69,18.40,19.23,47.77,0.50,0.78
180.79,18.80,19.22,47.78,0.50,0.78
180.90,18.40,19.21,47.79,0.50,0.78
181.00,18.40,19.21,47.79,0.50,0.78
181.11,18.80,19.20,47.80,0.50,0.78
181.20,19.20,19.19,47.81,0.50,0.78
181.30,18.80,19.18,47.82,0.50,0.78
181.40,18.80,19.17,47.83,0.50,0.78
181.50,19.10,19.16,47.84,0.50,0.78
181.60,18.70,19.15,47.85,0.50,0.78
181.70,18.80,19.13,47.87,0.50,0.78
181.81,19.10,19.12,47.88,0.50,0.78
181.91,19.10,19.11,47.89,0.50,0.78
182.01,19.50,19.09,47.91,0.50,0.78
182.12,18.70,19.08,47.92,0.50,0.78
182.21,18.70,19.06,47.94,0.50,0.78
182.31,18.70,19.05,47.95,0.50,0.78
182.41,18.70,19.03,47.97,0.50,0.78
182.51,18.30,19.01,47.99,0.50,0.78
182.61,18.70,19.00,48.00,0.50,0.78
182.71,18.70,18.98,48.02,0.50,0.78
182.81,18.70,18.96,48.04,0.50,0.78
182.92,19.00,18.94,48.06,0.50,0.78
183.02,18.70,18.92,48.08,0.50,0.78
183.13,18.30,18.91,48.09,0.50,0.78
183.22,18.20,18.89,48.11,0.50,0.78
183.32,18.90,18.88,48.12,0.50,0.78
183.42,19.00,18.86,48.14,0.50,0.78
183.52,18.60,18.85,48.15,0.50,0.78
183.62,18.60,18.84,48.16,0.50,0.78
183.72,18.50,18.83,48.17,0.50,0.78
183.82,18.60,18.82,48.18,0.50,0.78
183.93,18.50,18.82,48.18,0.50,0.78
184.03,18.50,18.82,48.18,0.50,0.78
184.14,18.90,18.81,48.19,0.50,0.78
184.23,18.60,18.81,48.19,0.50,0.78
184.33,18.50,18.81,48.19,0.50,0.78
184.43,18.50,18.81,48.19,0.50,0.78
184.53,18.10,18.82,48.18,0.50,0.78
184.63,18.90,18.82,48.18,0.50,0.78
184.73,18.40,18.82,48.18,0.50,0.78
184.84,18.10,18.82,48.18,0.50,0.78
184.94,18.90,18.81,48.19,0.50,0.78
185.04,18.50,18.81,48.19,0.50,0.78
185.15,18.50,18.81,48.19,0.50,0.78
185.24,18.00,18.80,48.20,0.50,0.78
185.34,19.70,18.79,48.21,0.50,0.78
185.44,18.40,18.78,48.22,0.50,0.78
185.54,18.40,18.77,48.23,0.50,0.78
185.64,18.40,18.76,48.24,0.50,0.78
185.74,18.50,18.75,48.25,0.50,0.78
185.84,19.20,18.73,48.27,0.50,0.78
185.95,18.00,18.72,48.28,0.50,0.78
186.05,18.40,18.71,48.29,0.50,0.78
186.16,18.00,18.69,48.31,0.50,0.78
186.25,18.70,18.68,48.32,0.50,0.78
186.35,18.30,18.66,48.34,0.50,0.78
186.45,18.30,18.65,48.35,0.50,0.78
186.55,18.40,18.64,48.36,0.50,0.78
186.65,18.00,18.63,48.37,0.50,0.78
186.75,18.30,18.62,48.38,0.50,0.78
186.85,18.00,18.61,48.39,0.50,0.78
186.96,18.00,18.60,48.40,0.50,0.78
187.07,18.00,18.60,48.40,0.50,0.78
187.16,18.70,18.59,48.41,0.50,0.78
187.26,18.30,18.58,48.42,0.50,0.78
187.36,18.30,18.58,48.42,0.50,0.78
187.46,17.90,18.58,48.42,0.50,0.78
187.56,18.30,18.57,48.43,0.50,0.78
187.66,18.70,18.57,48.43,0.50,0.78
187.76,18.70,18.56,48.44,0.50,0.78
187.87,18.30,18.56,48.44,0.50,0.78
187.97,18.70,18.55,48.45,0.50,0.78
188.08,18.20,18.55,48.45,0.50,0.78
188.17,18.30,18.54,48.46,0.50,0.78
188.27,18.30,18.53,48.47,0.50,0.78
188.37,18.70,18.52,48.48,0.50,0.78
188.47,17.90,18.51,48.49,0.50,0.78
188.57,18.20,18.50,48.50,0.50,0.78
188.67,17.80,18.49,48.51,0.50,0.78
188.77,18.20,18.47,48.53,0.50,0.78
188.88,18.20,18.46,48.54,0.50,0.78
188.98,18.20,18.44,48.56,0.50,0.78
189.09,19.00,18.43,48.57,0.50,0.78
189.18,18.20,18.41,48.59,0.50,0.78
189.28,18.10,18.40,48.60,0.50,0.78
189.38,17.80,18.39,48.61,0.50,0.78
189.48,18.20,18.37,48.63,0.50,0.78
189.58,18.20,18.36,48.64,0.50,0.78
189.68,18.20,18.35,48.65,0.50,0.78
189.78,18.50,18.34,48.66,0.50,0.78
189.88,18.50,18.33,48.67,0.50,0.78
189.99,18.10,18.32,48.68,0.50,0.78
190.10,18.10,18.32,48.68,0.50,0.78
190.19,18.60,18.32,48.68,0.50,0.78
190.29,18.10,18.31,48.69,0.50,0.78
190.39,18.50,18.31,48.69,0.50,0.78
190.49,18.50,18.31,48.69,0.50,0.78
190.59,18.50,18.31,48.69,0.50,0.78
190.69,18.50,18.31,48.69,0.50,0.78
190.79,18.50,18.31,48.69,0.50,0.78
190.90,17.70,18.31,48.69,0.50,0.78
191.00,17.70,18.31,48.69,0.50,0.78
191.11,18.10,18.31,48.69,0.50,0.78
191.20,18.10,18.31,48.69,0.50,0.78
191.30,17.60,18.30,48.70,0.50,0.78
191.40,17.60,18.30,48.70,0.50,0.78
191.50,17.60,18.30,48.70,0.50,0.78
191.60,18.00,18.30,48.70,0.50,0.78
191.70,17.60,18.29,48.71,0.50,0.78
191.80,18.10,18.29,48.71,0.50,0.78
191.91,18.40,18.29,48.71,0.50,0.78
192.01,18.10,18.28,48.72,0.50,0.78
192.12,18.40,18.28,48.72,0.50,0.78
192.21,18.80,18.28,48.72,0.50,0.78
192.31,18.00,18.28,48.72,0.50,0.78
192.41,17.60,18.28,48.72,0.50,0.78
192.51,17.60,18.28,48.72,0.50,0.78
192.61,17.60,18.28,48.72,0.50,0.78
192.71,17.90,18.27,48.73,0.50,0.78
192.81,17.60,18.27,48.73,0.50,0.78
192.91,18.00,18.27,48.73,0.50,0.78
193.02,17.50,18.26,48.74,0.50,0.78
193.13,17.90,18.26,48.74,0.50,0.78
193.22,18.30,18.25,48.75,0.50,0.78
193.32,18.30,18.24,48.76,0.50,0.78
193.42,17.60,18.23,48.77,0.50,0.78
193.52,17.50,18.21,48.79,0.50,0.78
193.62,18.30,18.20,48.80,0.50,0.78
193.72,17.50,18.19,48.81,0.50,0.78
193.82,17.90,18.17,48.83,0.50,0.78
193.93,17.90,18.15,48.85,0.50,0.78
194.03,17.50,18.13,48.87,0.50,0.78
194.14,17.90,18.12,48.88,0.50,0.77
194.23,17.90,18.10,48.90,0.50,0.77
194.33,17.80,18.08,48.92,0.50,0.77
194.43,18.60,18.06,48.94,0.50,0.77
194.53,17.80,18.05,48.95,0.50,0.77
194.63,18.20,18.03,48.97,0.50,0.77
194.73,17.90,18.02,48.98,0.50,0.77
194.83,17.40,18.00,49.00,0.50,0.77
194.94,17.80,17.99,49.01,0.50,0.77
195.04,17.90,17.98,49.02,0.50,0.77
195.15,18.60,17.97,49.03,0.50,0.77
195.24,18.20,17.96,49.04,0.50,0.77
195.34,18.20,17.95,49.05,0.50,0.77
195.44,17.80,17.94,49.06,0.50,0.77
195.54,17.80,17.93,49.07,0.50,0.77
195.64,18.60,17.93,49.07,0.50,0.77
195.74,17.80,17.92,49.08,0.50,0.77
195.84,18.20,17.91,49.09,0.50,0.77
195.94,17.70,17.91,49.09,0.50,0.77
196.05,17.80,17.90,49.10,0.50,0.77
196.16,17.80,17.90,49.10,0.50,0.77
196.25,17.70,17.89,49.11,0.50,0.77
196.35,18.20,17.89,49.11,0.50,0.77
196.45,17.80,17.89,49.11,0.50,0.77
196.55,17.70,17.89,49.11,0.50,0.77
196.65,17.70,17.89,49.11,0.50,0.77
196.75,17.70,17.89,49.11,0.50,0.77
